case,scene,split,state,seed,task_id,obj,slot,frame,measured,readout,vx,vy,vx_readout,vy_readout
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,3,10.5,0.0,-0.5193236519352329,0.0,0.0,-0.42688635232783567,1.4928850550205481
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,4,14.5,0.007686975075931677,-0.9798494488426579,-0.007569749262734149,-0.0013373413615568098,0.4915722667793988,0.23407173152579297
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,5,18.5,0.06568412402750573,-0.9354535280912897,-0.01342529520492235,0.06429747738380912,-0.28887683062005,0.2741112213830471
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,6,22.5,0.015168673053537382,0.6216556453865039,-0.0011504325543455706,0.015124984203066561,1.4573747865271822,-0.35171145985024
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,7,26.5,0.0026248468430401365,0.18052904639970446,0.002267081486115785,-0.0013229370675617246,-0.6311567430721183,0.05390849058909297
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,8,30.5,0.005646870959666876,0.7042986686110551,-0.0020145960986383215,-0.005275277641459297,1.1909602643217876,-0.17628862721830352
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,9,34.5,0.014346643617161411,-0.4227131590984179,-0.004844841248268494,-0.013503840059661343,1.1955796710883464,0.1772488089916091
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,10,38.5,0.005988200229249363,0.36050412792888853,0.0036523659774388762,-0.004745394056601526,0.7014624213895994,-0.5475743255269514
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,11,42.5,0.05888950718869397,0.3426383545912275,0.0037868461772177396,0.05876762589178952,0.7719884850139493,-0.049411507342211225
038_S07_S07_02,7,val,muL4,15013,pd66_038_S07_S07_02__muL4__s15013,0,12,46.5,0.05117067953417654,1.4563754607226413,0.0026464960298994812,0.051102196652914246,1.2074906733945068,-0.9830204049050053
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,1,2.5,4.030041565399837,3.235789331456705,0.08342485985938311,4.029177994530374,0.4808072135121757,4.2346126958098065
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,2,6.5,7.595711219423833,6.66491785698468,0.00717747646758653,7.595707828287805,-0.4298449394707353,7.790316835909901
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,3,10.5,14.693303174649257,15.11174913892468,-0.018815701448511392,14.693291127298096,-0.4680572287470015,14.23291778114189
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,4,14.5,24.948024856301636,20.26332559919967,0.07245809566111347,24.947919633809498,0.7402916708544501,17.345988640864302
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,5,18.5,7.87090637413614,5.529972718952459,-0.0013344480650403056,7.870906261013738,0.3361686488350799,-1.5689752065142208
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,6,22.5,0.780985181197883,2.0722713832842192,-0.17899752881985478,0.7601958549788833,-1.6446221864281811,0.5329671885540355
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,7,26.5,0.6226515768408787,0.9072272518510789,-0.09885787429914217,0.6147536960698062,-2.1882931045386282,2.7069573028126124
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,8,30.5,1.014144571221489,-0.257977442759298,-0.015385936576240055,1.0140278518333161,-0.6921250306555866,2.197235938163757
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,9,34.5,0.32521645814360267,-0.7726493062510373,-0.004191262998597267,0.32518944933983673,-1.6373498997296745,-0.1389006536978259
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,10,38.5,0.03005544789676433,-1.2426197089471014,-0.0027825822465501913,0.029926362697733567,-0.4022122064638942,0.631907550907991
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,11,42.5,0.05314450772979299,-2.1542393270154845,-0.009998529569315906,0.052195479768784026,1.4169863502887685,-0.5023855022953978
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,42,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s42,0,12,46.5,0.0038451291738985367,-2.9297440988133783,-0.0022823447377504635,-0.003094498483119423,-3.45988641604288,-0.517487911122956
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,1,2.5,2.7319741630548338,2.6324104993304664,-0.10372919521898893,2.730004227406687,1.240012794002101,3.426834888306115
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,2,6.5,8.710715251442855,7.737939073722316,-0.08120576415471988,8.710336722285035,-0.7193718725042426,8.805516898804235
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,3,10.5,14.759446797091451,13.495109149634988,0.08735777958627296,14.759188269499067,-0.4413090797981516,13.811773682065848
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,4,14.5,21.27993423731467,18.341608736270125,-0.1795783181790739,21.279176505966507,1.5376807428391093,15.908402802544014
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,5,18.5,8.860080447000973,10.185895826120095,-0.2129988331979348,-8.857519800959256,1.2700621567141375,-3.26487545036776
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,6,22.5,0.8483377359851384,3.9886668344642424,-0.08503908649690857,0.8440647297833038,-0.3142549921491993,0.21825351373121427
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,7,26.5,9.374948953689385,8.63121303088626,0.11055471449467405,9.374297069081218,-1.239741084430985,10.090383531709687
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,8,30.5,0.07082776241951542,-0.38688067612759447,0.014897892514682098,-0.06924322875181588,2.9640029347574837,0.404933493232724
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,9,34.5,0.02687710605160293,-0.048554037015696494,0.02459026152509978,0.010848864817864979,-1.0498455883524886,-0.9196332092563382
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,10,38.5,0.07867408717213834,-0.8502056270906353,0.07848512579482758,-0.005449497347399301,0.03405481219501616,0.13815380595623616
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,11,42.5,0.06940839748107336,-1.9208620542237433,0.06853939253721819,-0.010948849780675118,1.563810512739455,-1.1237077991416342
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,3407,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s3407,0,12,46.5,0.008100180965583174,-2.888196312966966,-0.0026255090059521535,-0.007662873751723964,-4.219379047130851,-0.7958225980755063
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,1,2.5,2.8061456531663898,3.205690362565255,-0.2128485213885824,2.798061638657612,1.0858114702932298,3.818571918063873
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,2,6.5,10.174260524743866,10.015967184275175,0.09373861768599454,10.173828694101138,-0.583372214514942,10.725151147759185
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,3,10.5,18.75533076056715,16.135046821363915,0.26445473001258507,18.753466229848026,0.2073348110773361,16.187373856999585
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,4,14.5,26.78721365839248,18.061679693232435,-0.22630259155225757,26.786257721403068,-0.6614829025070277,15.235532384319061
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,5,18.5,1.0837823942944282,0.8247241867568889,0.021628300633506115,1.083566562235228,0.0253359541517304,-1.7451226872867198
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,6,22.5,0.9451096714744059,1.0033709814255696,0.060072334707683694,0.943198603538633,-1.1020309121649363,0.5695610313936347
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,7,26.5,4.135318776423214,4.042051458768586,-0.08552878221526043,4.134434206762899,-1.8127347505485132,6.559170938910372
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,8,30.5,0.8443340229479576,-0.32217451157155175,-0.056535383605773856,0.842439132939603,1.7725208811844617,1.6452989277883612
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,9,34.5,0.07466542499357726,0.05735476122113692,0.010829664758534818,0.0738758692042893,-1.8431060508692096,0.3896908912062014
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,10,38.5,0.0026449472262068995,-0.42115832462928626,0.0025025250374255846,0.0008562209215369875,0.3010754115934021,0.9006722345067224
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,11,42.5,0.011005525794351375,-1.5132406045075308,0.00649598050683835,0.008883908783013794,1.298362414182634,0.13035091611373772
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,137,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s137,0,12,46.5,0.013374697766615568,-2.5464457480708047,0.01140574506282519,-0.006985092691593309,-3.792196616118291,-0.08339224002277468
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,1,2.5,2.9211332235784755,2.6203326120249457,-0.17005332421192634,2.9161792086252945,0.9629758922588347,3.130045239989297
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,2,6.5,7.756498029603596,6.916834242041436,-0.06134313657689745,7.756255456264921,-1.0737196520166157,7.698581528133498
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,3,10.5,15.711169958933622,13.95655844073082,0.17907201201840053,15.710149416635414,-1.6927506127957888,13.779302640039777
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,4,14.5,22.596603046104192,19.148980547010133,-0.3407791081109508,22.594033257094235,-0.20723718029655758,16.232806832499993
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,5,18.5,9.874345509154997,7.049600899376171,-0.3530459525454489,9.868032113322329,0.15893126591774753,-1.1163427970735342
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,6,22.5,0.17828469565180488,0.21377559885445852,-0.016853597994418122,-0.17748630634023357,-1.1468003259818766,-2.3089614160180485
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,7,26.5,0.7912261701540623,0.7442331817996535,0.0205300571769385,0.7909597771625159,0.04868194568280759,2.3524675141368228
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,8,30.5,0.4295740827696789,-0.6096513787765856,0.04848857906915782,-0.4268287130539193,-1.3891834941343701,-0.3035822566705886
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,9,34.5,0.06503351195088702,-0.15287854575597404,0.00578506316480798,0.06477569544856579,-1.1627460810220607,-0.12646837293783086
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,10,38.5,0.013834837854115819,-0.9093338428402786,0.00018721663329870352,-0.01383357106396943,-0.3740500916377705,0.28051723093191394
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,11,42.5,0.024153922737948124,-1.6307808203289555,0.014620421330391764,-0.019226420981362936,0.9631926598975223,-0.7544912125442951
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,509,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s509,0,12,46.5,0.040362299189003956,-2.7850021948831865,0.018990006278204418,0.03561593544154675,-4.251890233232996,-0.22963212301599878
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,1,2.5,3.8885064739844792,3.5871885780544184,-0.02297558245077198,3.888438596767378,0.3875450760376019,4.396801167060179
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,2,6.5,9.67993006369345,7.876260662122444,0.1939344018876909,9.67798716085947,-1.2447699952878526,9.01649068970102
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,3,10.5,15.945131952402864,14.323209067682441,0.12095021771524443,15.944673217860986,-1.0046006270125443,14.186488194935741
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,4,14.5,23.052752750801684,19.314070131674033,-0.08017173908206132,23.052613341698315,-0.18053493551645627,17.08939305083386
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,5,18.5,10.536393338784725,7.5929585256226195,-0.16961756052380678,10.535027976837512,1.0522627553469408,1.317103824897432
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,6,22.5,1.0488977648514577,5.718911553714711,0.057736246133458735,1.0473075226469064,-0.6285417566998794,3.578606542481481
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,7,26.5,0.12595553016251135,-0.04871189773824991,-0.03486459726584599,-0.12103410856452683,0.05027998621570329,1.6915293099750268
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,8,30.5,0.03308123693270952,-1.300187634525681,-0.0066558622335378455,-0.03240474864778662,1.2828062653292822,-0.42781989467575454
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,9,34.5,0.02470369818715403,0.28833214738118773,-0.024277411621892498,-0.004569462666790969,-1.3367134925778352,-0.09170010426948383
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,10,38.5,0.010173580164930286,-0.47750683963928964,-0.004869535504894884,-0.008932488865866617,-0.10696928233713532,0.4151972491394381
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,11,42.5,0.041058232013120796,-1.0074774915204463,-0.040966646201013646,0.0027408602817786233,0.8642401745741484,-0.25325371465816615
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,2027,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s2027,0,12,46.5,0.08724575309863765,-2.441851967938291,0.08724547301983421,0.0002210685274349089,-4.394584320249886,-0.6623911715893513
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,1,2.5,3.9034281226500034,2.9863983104300305,-0.03856063842838466,3.903237654288927,0.7332233389802449,3.6892115396617364
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,2,6.5,9.369859957500932,7.492705454762293,-0.15862815176924414,9.368517104251112,-0.8723710021935063,8.27733767402414
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,3,10.5,16.476284567361777,13.43870473560526,-0.2249892540800829,16.474748343456792,-0.7705896021705823,13.045284378635994
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,4,14.5,27.027129356647947,18.43541099205447,-0.06502797059351906,27.027051127047173,-0.33406719093649584,15.187809902102373
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,5,18.5,2.67097635378786,7.461767700526092,0.03531424750772203,-2.6707428903615664,1.4600597705865377,-3.306009460026564
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,6,22.5,3.0250183677677605,2.126966145343953,0.24233165566481601,-3.0152962531059986,-1.1148829855047968,-5.677590379686496
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,7,26.5,1.8339920677143242,4.523598043926001,0.06728626013716621,1.8327573389938494,-0.7779528300255276,4.945463726680602
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,8,30.5,4.746487451442266,3.685260473370434,0.15605750132526736,4.743921287603643,1.9659306818017401,3.448122002190255
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,9,34.5,1.8483197482236822,0.5021464351061198,-0.0022672074353067726,-1.8483183577090017,-3.0209352192176286,-2.8898895204113426
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,10,38.5,0.2406001148181137,-0.5317605723291177,0.026922154755766314,-0.23908913156769812,-0.06681441694295742,-0.43635233866367695
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,11,42.5,0.16701139688126476,-1.4266603284718933,0.076709461870837,-0.14835250300455982,0.28229021920341757,-2.5429598808311837
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,5678,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s5678,0,12,46.5,0.061452208851713666,-2.4220647524569294,0.013606400599474,-0.05992695416489369,-3.859708456058515,-1.6376530199207857
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,1,2.5,3.1831750856291805,2.7604393488192605,-0.13572103640362912,3.180280400538271,1.2171390388497632,3.6383803664347605
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,2,6.5,10.331674257846796,8.829366525621122,-0.13417509361258909,10.330802970462083,-0.3808237348154362,8.821251703232946
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,3,10.5,22.108095109745918,16.08258995957591,0.20275831338797162,22.1071653191431,-0.5266027471236399,15.452402860496697
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,4,14.5,34.55618750350118,18.593845877979348,0.37110589651647385,34.554194755350636,0.671940720806104,14.244542883386263
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,5,18.5,8.75736982529766,9.887853967141648,0.2652723590157393,-8.753351177267836,1.8166749743074027,-4.1540101402156
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,6,22.5,2.7884640383501478,2.2772961303554267,-0.03797731095673953,-2.788205411554986,-1.0113129228959037,-5.483713805405664
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,7,26.5,3.408831487904139,5.787093597842073,0.06824001326604048,3.408148384902893,-0.3807028475032943,5.996697635202176
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,8,30.5,11.195167464764227,6.912530760538578,-0.4340229478446872,11.186751031682956,0.1470098585433477,9.114420918855519
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,9,34.5,2.9572416948622835,1.8420190851173621,0.056956409352665105,-2.956693154398272,-2.0102236911830254,-2.2226406448554825
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,10,38.5,0.13660601708756445,-0.4991925054435562,0.02190850565909841,-0.13483775911929569,-0.837139668295267,-0.5901800206230456
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,11,42.5,0.024193915291318063,-1.355118021278579,0.004779140606569854,-0.023717195284984883,1.0052693026714479,-1.6553613511374303
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,7919,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s7919,0,12,46.5,0.021455809551449642,-2.7178921876253037,0.0036271943664132776,-0.021146990909733175,-3.983123285346961,-1.0320325430753319
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,1,2.5,5.555682392469486,4.910137375384649,-0.1028863128491139,5.554729629120016,-0.3133698177507618,4.705996816583321
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,2,6.5,10.17376233147805,9.354051545637894,0.17373820522527694,10.172278752248525,-1.1518898771149708,9.017121260832095
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,3,10.5,14.431219950332688,13.293187043037722,-0.45431588762103275,14.424066913639,-0.5315617918139901,12.237262337661168
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,4,14.5,20.24402348933756,18.71574095136371,0.05354290589416451,20.2439526820747,-0.2855087647846166,15.533613786747882
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,5,18.5,8.730221065282409,6.278167869267499,-0.3366409119726768,8.723728144840766,1.4814156250350252,-0.6430495862384242
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,6,22.5,2.8960124613997107,1.184274091545427,0.10118419854484273,-2.894244276930897,-1.4396575146493331,-6.1482213965131445
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,7,26.5,2.9935408597939785,4.449080076021915,-0.01559710883425396,2.993500227067318,-1.1622279569638343,4.57692660974028
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,8,30.5,0.04602745382484311,-0.48146616990426505,0.041313352516590386,-0.02029121508037406,2.2930580169520454,-0.1634844621506477
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,9,34.5,0.19992703940412246,-0.12413999878264992,0.014357181856735225,0.1994108633300357,-1.0797818602080713,-0.6136833130435477
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,10,38.5,0.004230323148015639,-0.6122810116979318,-0.00036280369604355653,0.00421473693304506,0.5549617093004166,-0.02353784435882411
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,11,42.5,0.01871221408542504,-1.6026697567451595,-0.007138351665821574,0.017297135354556303,1.8085099397558664,-1.0956764786772926
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,10007,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s10007,0,12,46.5,0.009249892746224,-2.3416451818698407,-0.006470056040120653,-0.006610513645273386,-4.063681650895816,-0.9649242880913751
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,12011,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s12011,0,1,2.5,2.687212276995254,2.711711378570234,-0.003914013025678287,2.687209426549418,1.007768043760827,3.2939412915004267
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,12011,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s12011,0,2,6.5,9.59040268281074,8.325496949506885,-0.13975967144706375,9.589384279123475,-1.1405032470131269,8.819448869649358
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,12011,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s12011,0,3,10.5,15.905074863799449,13.847637409140496,-0.3429179387499971,15.90137772994367,-1.0799022164534822,13.596383569690083
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,12011,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s12011,0,4,14.5,20.337520311434602,18.73653231138442,-0.09098050833983962,20.337316808397247,0.11000074540248939,15.450813126423604
008_S02_V3-04_drop__m1__l2_c,2,val,eL0,12011,pd66_008_S02_V3-04_drop__m1__l2_c__eL0__s12011,0,5,18.5,7.701355941066722,5.24276857161021,0.04749598861324102,7.701209480469243,1.3716889474666845,1.0196807969209722
